id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
35644,Central Hobart Historic Cottage,153268,Yvette,,Hobart,-42.87895,147.31526,Private room,57,1,257,2020-03-08,2.06,3,0,0,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
84581,Kentisbury Country House Cradle Coast Tasmania,461471,Melissa,,Kentish,-41.38856,146.2321,Entire home/apt,295,2,109,2023-02-27,1.24,1,316,45,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
137808,Bradman House CBD Launceston Invermay + Free WIFI,673625,Emma And Dale,,Launceston,-41.42683,147.12905,Entire home/apt,239,1,335,2023-03-04,2.49,2,336,74,DA0518/2019
268482,"Anderson Suite, The Ark Stanley, Guest House",1406692,Rhonda,,Circular Head,-40.76467,145.29878,Private room,367,1,5,2022-02-05,0.06,7,241,0,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
88873,Terrace- 5mins to central Hobart,485048,Russell And Ingrid,,Hobart,-42.88267,147.324,Entire home/apt,125,2,541,2023-03-06,3.76,1,169,57,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
270374,Powerhouse Studio Eagles Rise - Cradle Mountn 1 hr,1090010,Kit,,Central Coast,-41.23613,146.13492,Entire home/apt,195,2,84,2023-02-03,0.84,2,15,13,Exempt: This listing falls under the 'home sharing' exemption
292399,"Rainbow Valley Retreat, Ellendale",1513972,Mandy,,Central Highlands,-42.6226,146.71441,Private room,130,1,195,2023-02-23,1.57,1,340,15,Exempt: This listing falls under the 'home sharing' exemption
252996,Cosy Cabin @ Eagles Rise - Cradle Mountain 1 hour,1090010,Kit,,Central Coast,-41.2357,146.13479,Entire home/apt,120,2,71,2023-03-04,0.54,2,67,15,Exempt: This listing falls under the 'home sharing' exemption
401176,Hobart Delight - sunny and welcoming,2002482,Diana,,Hobart,-42.87002,147.32302,Private room,130,2,91,2023-01-06,0.72,1,316,5,Exempt: This listing falls under the 'home sharing' exemption
326771,Derwent Retreat,1670767,John,,Glenorchy,-42.77808,147.2565,Entire home/apt,240,2,42,2023-01-08,0.48,1,257,11,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
485644,The Trig Studio- recycled-eco-luxe,2404373,Susie,,Launceston,-41.25918,147.25333,Entire home/apt,320,2,380,2023-03-08,3.07,3,332,50,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
1030755,"Bridport Accommodation, quiet, peaceful, free WiFi",3475894,Gina,,Dorset,-41.01746,147.39577,Entire home/apt,190,1,27,2023-01-01,0.32,5,338,4,TICT398321
1030789,Platypus Park Wattle Cottage 3br Golfers Retreat,3475894,Gina,,Dorset,-41.01792,147.39546,Entire home/apt,240,1,49,2023-01-23,0.46,5,343,7,TICT398321
1039825,"Light, airy queen rm with balcony",1663139,Alan,,Glenorchy,-42.85184,147.29614,Private room,69,2,40,2022-11-13,0.35,3,99,3,Exempt: This listing falls under the 'home sharing' exemption
1064872,"Beautiful Private Retreat Near Gorge /CBD, Wifi",4113207,Diana,,Launceston,-41.451,147.12997,Entire home/apt,270,2,55,2023-03-03,0.49,1,237,17,J174/2006
1072816,28 gates Luxury Farmstay & Fishery,5901328,Susie,,Central Highlands,-42.58023,146.96866,Entire home/apt,753,2,17,2021-08-16,0.17,2,356,0,DA2011/37
1090688,Trendy Apartment with Water Glimpses & Parking,213791793,John,,Hobart,-42.908,147.34449,Entire home/apt,395,2,291,2023-02-11,2.44,1,178,7,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
1101352,"ModPod apt: quiet, warm, amazing views, LOVE Pets",1654113,Jill,,Clarence,-42.84596,147.34238,Entire home/apt,125,2,295,2023-02-28,2.49,1,222,64,Exempt: This listing falls under the 'home sharing' exemption
1139122,"High On Penguin B&B. Superb views, 5 mins to beach",6248530,Gerard,,Central Coast,-41.11104,146.06507,Entire home/apt,140,1,315,2023-03-05,2.79,1,215,49,207282
1261574,"Wavestation Farmhouse. 
Water views to Bruny.",5765309,Wendy,,Kingborough,-43.23675,147.25449,Entire home/apt,267,2,60,2023-02-14,0.59,1,168,14,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
1285967,Horse Haven - Mt Rumney Escapes,6995911,Clarissa,,Clarence,-42.86218,147.46205,Entire home/apt,204,1,512,2023-02-22,4.40,6,330,49,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
1298395,Hobart Art House - Victorian Town House,7059980,Hobart,,Hobart,-42.88524,147.3172,Entire home/apt,336,3,152,2023-01-02,1.30,1,351,15,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
1382539,The Moonah Hall and private garden,7341452,Angela And Clive,,Glenorchy,-42.84843,147.30173,Entire home/apt,159,2,328,2023-03-01,2.83,3,311,32,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
1417161,"Relax, Sleep, Explore the Huon Valley and Repeat.",7635662,Beate Or Bee For Short,,Huon Valley,-43.187553,147.104126,Entire home/apt,201,2,21,2023-02-05,0.22,1,187,6,Exempt: This listing falls under the 'home sharing' exemption
1428287,Southern Forest Accommodation - cozy cottage,7681433,Barbara,,Huon Valley,-43.42119,146.96839,Entire home/apt,170,2,141,2023-01-28,1.26,2,139,27,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
1439271,Elvenhome Eco Farmstay Tasmania,7730983,Graham,,Meander Valley,-41.46591,146.46709,Entire home/apt,175,2,196,2023-02-13,1.70,1,328,40,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
1467739,Discover Bruny Island Holiday Accom,7862305,Matthew,,Kingborough,-43.31231,147.24616,Entire home/apt,257,1,108,2023-03-03,1.00,1,220,11,kcc162013
1516843,Southport Beachouse- the REAL Tas!,4758132,Cristiane,,Huon Valley,-43.43875,146.96036,Entire home/apt,181,2,98,2022-11-05,0.86,1,237,7,VA-23/2019
1535976,Ocean fronted beach house Belle Vue,6887072,Jacquie,,Break O'Day,-41.25351,148.30311,Entire home/apt,366,2,125,2023-03-03,1.27,1,257,35,Exempt: This listing falls under the 'home sharing' exemption
1543029,Tides Reach...absolute waterfront in idyllic Dover,297566337,Tina,,Huon Valley,-43.326904,147.001404,Entire home/apt,310,2,42,2023-02-08,0.48,15,242,14,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
1600480,Stylish 1 Bedroom Apartment Battery Point.,7708404,Susan,,Hobart,-42.89369,147.33338,Entire home/apt,214,3,140,2023-03-07,1.58,1,0,32,Exempt: This listing falls under the 'home sharing' exemption
1704466,Hobart - The Artist's Garden,8906826,Nick,,Kingborough,-42.97169,147.33199,Private room,140,2,70,2023-02-13,0.62,1,39,1,DA2019-529
1704529,Holiday Cottage - Close to Hobart and the Beach!,8998408,Judith,,Kingborough,-42.99418,147.32234,Entire home/apt,150,2,47,2023-02-03,0.41,1,230,13,BA/558-2011
1734662,Kunanyi House,9137064,Simon & Sarah,,Kingborough,-42.94015,147.28401,Entire home/apt,360,2,272,2023-01-18,2.43,2,103,24,PLN-13-00513-01
1743681,Waterfront Family Shack ‘Alkira’,1612545,Courtney,,Kingborough,-43.3624,147.23483,Entire home/apt,180,2,416,2023-02-19,3.69,1,118,86,DA-2019-530
1747893,Ah Ping Cottage in Branxholm - 8km from Derby,9178269,Christine,,Dorset,-41.17366,147.73133,Entire home/apt,190,2,18,2020-01-05,0.16,2,331,0,"Exempt: This listing is a hotel, motel, or caravan park"
1748390,3 Bedroom Apartment -  Heart of Hobart CBD,9200271,Mary,,Hobart,-42.8803,147.32211,Entire home/apt,449,2,48,2023-01-02,0.54,3,292,10,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
1779644,Glebe Emporium with easy parking - Central Hobart,8204424,Freya,,Hobart,-42.87538,147.32911,Entire home/apt,167,1,758,2023-03-07,6.73,1,256,94,Exempt: This listing falls under the 'home sharing' exemption
1790006,Hillside Cottage,3969263,Patricia,,Derwent Valley,-42.77918,147.06346,Entire home/apt,295,3,12,2023-01-01,0.23,1,232,3,"Exempt: This listing is a hotel, motel, or caravan park"
1790146,"Private room in Kingston,Tasmania",7714106,David,,Kingborough,-42.98302,147.3049,Private room,45,2,21,2023-02-23,0.19,1,72,4,Exempt: This listing falls under the 'home sharing' exemption
1799231,"River Walk, relax, unwind, recharge - in nature",9435235,Rob And Nicky,,West Tamar,-41.26415,146.95061,Entire home/apt,137,1,279,2023-02-25,2.50,1,281,44,PA2013171
1833003,Stunning Cliff Top Manse Hobart,5743792,Simon,,Kingborough,-42.96664,147.3396,Entire home/apt,217,3,50,2023-02-27,0.45,2,172,19,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
1837395,128 Murray Apartment 1 'Huon' | Hobart CBD,9605850,Chris And Kirsten,,Hobart,-42.88273,147.32448,Entire home/apt,207,2,642,2023-03-03,5.65,2,202,93,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
1845252,New 1BR Exec Apartment close to CBD,2085903,David And Kirsten,,Hobart,-42.87446,147.32214,Entire home/apt,120,3,278,2023-03-08,3.36,1,0,47,PLN-16-00646
1869178,Rural Garden view studio Apartment,4124985,Marilyn,,Central Coast,-41.09294,145.98113,Entire home/apt,120,10,69,2021-04-13,0.78,1,170,0,DEV2008.127
1907187,Cottage On Main sleeps 2,9898663,Judi,,Huon Valley,-43.092,147.00762,Private room,145,1,23,2022-05-17,0.24,1,255,4,Exempt: This listing falls under the 'home sharing' exemption
1910271,"Cozy, eclectic cottage. located inner city Hobart.",1219795,Frank,,Hobart,-42.87662,147.31695,Entire home/apt,188,3,140,2023-03-05,3.61,1,276,46,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
1953248,Bush Cottage Close to the City,3444379,Tina,,Hobart,-42.92755,147.24927,Entire home/apt,240,3,23,2023-01-22,0.21,1,22,6,Exempt: This listing falls under the 'home sharing' exemption
1966689,Seniors Retreat -Swiss Cottage,4547789,Helen,,West Tamar,-41.34463,147.00893,Entire home/apt,120,7,24,2022-06-23,0.25,8,126,2,"Exempt: This listing is a hotel, motel, or caravan park"
2001204,10mins to Airport-15 to Hobart City,2254574,Anne,,Clarence,-42.8395,147.46373,Entire home/apt,193,1,15,2023-02-24,0.17,1,87,5,Exempt: This listing falls under the 'home sharing' exemption
2009197,Delightful cosy bungalow,10340298,Susan,,Clarence,-42.87917,147.37106,Entire home/apt,120,2,149,2023-01-31,1.48,2,286,43,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
292447,"Rustic, compact, family friendly...",1514295,Bernd,,Hobart,-42.87,147.29991,Private room,50,2,129,2023-02-11,1.04,1,345,13,Exempt: This listing falls under the 'home sharing' exemption
434150,"",1777929,Janine,,Kingborough,-42.96659,147.30273,Private room,47,1,18,2023-03-04,0.14,1,0,11,Exempt: This listing falls under the 'home sharing' exemption
488471,"Sisters Beach House, Sisters Beach TASMANIA",2417230,Angela,,Waratah/Wynyard,-40.91188,145.54796,Entire home/apt,350,2,76,2022-12-04,0.67,1,339,6,DA13/2009
499959,ARTHOUSE Bay of Fires INSPIRING BEACH HOUSE,164588610,Jan,,Break O'Day,-41.24367,148.29046,Entire home/apt,431,2,78,2023-03-03,0.68,25,331,18,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
502867,"At Eleven, la petite maison",825924,Karen,,Hobart,-42.89845,147.32106,Entire home/apt,265,1,12,2023-02-19,0.58,5,334,7,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
515646,Firetail Bush Retreat - Cosy Cottage With Log Fire,2539808,Sonia And Damien,,Kingborough,-43.12564,147.22273,Entire home/apt,150,2,373,2023-03-08,3.51,1,169,37,Exempt: This listing falls under the 'home sharing' exemption
519737,★ The Fox & Hen House ★,2557836,Lizz,,Kingborough,-43.16165,147.23554,Entire home/apt,200,3,132,2021-06-03,1.06,2,220,0,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
534199,LittlePineShack,2625657,Nicholas,,Central Highlands,-42.0014,146.60955,Entire home/apt,295,2,34,2023-02-16,0.27,1,206,10,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
667377,Tiger Den - quiet and convenient,1663139,Alan,,Glenorchy,-42.85146,147.29471,Private room,49,2,55,2023-03-03,0.44,3,136,5,Exempt: This listing falls under the 'home sharing' exemption
682207,Platypus Park Country Retreat-Brid Apartment WiFi,3475894,Gina,,Dorset,-41.01785,147.39568,Entire home/apt,160,1,21,2023-01-02,0.17,5,125,3,TICT398321
689381,"House by the Beach, Beautiful View- 20 m from sand",3521501,Gaye,,Kingborough,-43.00722,147.3239,Entire home/apt,350,7,30,2022-06-19,0.24,1,94,1,Exempt: This listing falls under the 'home sharing' exemption
708702,Battery Point walk to all + Mt view + level access,3645455,Tracey,,Hobart,-42.88722,147.33512,Entire home/apt,260,4,222,2023-02-07,1.79,1,159,32,Exempt: This listing falls under the 'home sharing' exemption
741519,STUNNING HOME/AMAZING VIEW  20 mins to CBD/10-MONA,3881184,Craig And Adam,,Glenorchy,-42.84378,147.20013,Entire home/apt,153,2,324,2023-03-08,3.36,3,61,36,Exempt: This listing falls under the 'home sharing' exemption
744987,Sunny artist designed house Clifton Beach 5 acres,3895552,Lisa,,Clarence,-42.97635,147.51402,Entire home/apt,260,3,8,2022-12-30,0.20,1,0,1,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
753283,Housekeeper's Apartment,3962339,Rebecca,,Hobart,-42.89095,147.32156,Entire home/apt,366,1,160,2022-05-22,1.31,4,232,2,PLN-14-00413-01
773175,Sandy Bay - Nutgrove Beach Haven,4062110,Judi,,Hobart,-42.90925,147.35209,Private room,100,2,68,2016-04-30,0.56,1,69,0,Exempt: This listing falls under the 'home sharing' exemption
788753,Ellie's Place on City Park- heritage listed,4156945,Bronwyn,,Launceston,-41.43171,147.14623,Entire home/apt,261,2,58,2022-12-21,0.52,1,297,6,4280-0086
792917,Spectacular view & location 15mins to Hobart city,4184525,Kim,,Clarence,-42.83821,147.34536,Entire home/apt,220,2,64,2020-03-20,1.01,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
862364,Newton Heritage King 4 Poster Bed & Breakfast,4520285,Linda & Andre,,Launceston,-41.43675,147.14679,Private room,239,1,4,2022-12-01,0.04,12,238,1,"Exempt: This listing is a hotel, motel, or caravan park"
881361,Four Mile Creek B&B - Self contained studio,4662988,Bob,,Break O'Day,-41.56326,148.28839,Entire home/apt,100,2,40,2020-02-28,0.35,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
890908,"Cosy apartment accommodation,  New Town, Hobart",4732657,Renato & Christine,,Hobart,-42.86124,147.31412,Entire home/apt,135,3,240,2023-03-05,1.96,1,321,34,Exempt: This listing falls under the 'home sharing' exemption
905873,Penfold Cottage CBD Launceston Invermay +Free WIFI,673625,Emma And Dale,,Launceston,-41.42778,147.12776,Entire home/apt,239,1,382,2023-02-27,3.12,2,312,65,BA0504/2916
906059,Brady's River View Studio Apartment,4849056,Karin & Frank,,West Tamar,-41.32269,146.98923,Entire home/apt,129,2,145,2023-02-28,1.19,1,356,29,Exempt: This listing falls under the 'home sharing' exemption
906304,Old School House,3962339,Rebecca,,Hobart,-42.89243,147.32312,Entire home/apt,305,1,256,2022-09-27,2.57,4,76,6,PLN-14-00413-01
921584,R@R - The ultimate Huon beach oasis,4061453,Christopher,,Huon Valley,-43.24566,147.13061,Entire home/apt,166,2,414,2023-03-06,3.38,1,139,58,VA-11/2019
951788,Platypus Park Country Retreat-Piper Apartment,3475894,Gina,,Dorset,-41.01805,147.39455,Entire home/apt,200,1,29,2023-02-12,0.24,5,333,4,TICT398321
953965,Enchanting Views with relaxing SPA and Sauna.,44153777,Sean,,Hobart,-42.91524,147.33644,Entire home/apt,220,1,450,2023-03-07,3.81,1,143,78,Exempt: This listing falls under the 'home sharing' exemption
958537,Bicheno Beach Cottage - Waub's Bay,2722105,Heather,,Glamorgan/Spring Bay,-41.87184,148.30405,Entire home/apt,450,2,18,2023-03-01,0.17,1,297,5,DA 2019/00325
969333,"Huon Valley House: luxury, layout, location",1951031,Angela,,Huon Valley,-43.01292,147.03444,Entire home/apt,369,1,248,2023-03-02,2.05,1,299,33,VA-3/2017
971545,Tutor's Apartment,3962339,Rebecca,,Hobart,-42.89204,147.32271,Entire home/apt,216,1,182,2023-02-13,1.83,4,218,12,PLN-14-00413-01
980988,The Gardens Apartment Hobart,5371984,Tom & Pam,,Kingborough,-42.94094,147.35369,Entire home/apt,135,3,105,2023-02-15,0.87,1,278,18,1501.227OP
1019470,Beautiful views from cosy home,2562820,Anna,,Hobart,-42.88897,147.30903,Entire home/apt,120,4,86,2019-06-24,0.81,1,0,0,PLN-19-803
1030686,Platypus Park Country Retreat -  Ensuite room,3475894,Gina,,Dorset,-41.01785,147.39461,Private room,130,1,65,2023-02-22,0.65,5,343,7,TICT398321
3203110,"Churchill House- 5 bedroom, river views Sandy Bay",436692322,Jo And Matt,,Hobart,-42.9146,147.35102,Entire home/apt,564,3,98,2023-02-27,1.00,56,171,38,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3203140,Chic Luxury Town House - Hobart,16232329,Angela,,Hobart,-42.873,147.31433,Entire home/apt,194,2,190,2023-02-16,1.79,1,298,46,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3209603,Bakers Retreat,16262020,Michael,,Hobart,-42.8631,147.29782,Entire home/apt,379,3,124,2023-02-19,1.18,1,209,15,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3231001,End Cottage,16352361,Charmaine,,Launceston,-41.44081,147.1497,Entire home/apt,130,1,570,2023-03-06,5.50,1,220,81,Exempt: This listing falls under the 'home sharing' exemption
3244286,Ocean View Cottage- Essentially Tas,297566337,Tina,,Huon Valley,-43.315521240234375,147.02015686035156,Entire home/apt,246,2,34,2023-02-12,0.47,15,202,11,"Exempt: This listing is a hotel, motel, or caravan park"
3251178,Esperance Landing Luxury Retreat,297566337,Tina,,Huon Valley,-43.23328399658203,147.02798461914062,Entire home/apt,373,2,83,2023-01-20,1.16,15,272,18,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3283463,Apartment 1 - New Town,8617671,Jodi,,Hobart,-42.8591,147.30377,Entire home/apt,175,3,137,2023-03-06,1.36,2,128,19,PLN-18-523
3297817,Possumbrook Cottage  3 Kiles Road Castle Forbes Ba,16658218,Deidre,,Huon Valley,-43.13255,146.96149,Entire home/apt,220,2,49,2022-08-15,0.66,1,254,6,7097394
3313815,Silwood Apartment,16733852,David,,Clarence,-42.87743,147.39122,Entire home/apt,130,2,20,2020-03-03,0.20,1,282,0,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3320079,Ulverstone Boutique Accommodation Coast2Canyon,16763926,Maryanne,,Central Coast,-41.14859,146.16486,Entire home/apt,179,2,266,2023-03-04,2.67,2,264,37,DA213243
3325783,The Store House -   superb location,16402524,Di,,Launceston,-41.44441,147.14212,Entire home/apt,220,2,445,2023-02-26,4.39,1,255,88,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3334667,Douglas Street - Bicheno,16836695,Suite Space Co,,Glamorgan/Spring Bay,-41.87898,148.30457,Entire home/apt,247,2,60,2023-01-28,0.59,33,357,19,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3353704,Elusive Penguin - Bicheno,16836695,Suite Space Co,,Glamorgan/Spring Bay,-41.87366,148.3028,Entire home/apt,247,2,43,2023-02-02,0.43,33,96,9,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3363961,@ the beach - Stanley.,16971811,Sam,,Circular Head,-40.75799,145.2958,Entire home/apt,300,1,107,2023-02-26,1.06,3,313,31,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3364772,The Gregan Retreat at Lisdillon Vineyard,16978685,Katherine,,Glamorgan/Spring Bay,-42.28628,148.00734,Entire home/apt,108,2,480,2023-02-21,4.57,5,120,78,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3364990,"Battery Pt, Ensuite & River Views",3590035,Bénédicte,,Hobart,-42.88963,147.33394,Private room,100,3,44,2022-06-19,0.42,3,0,2,Exempt: This listing falls under the 'home sharing' exemption
3398114,Diamond Island Retreat,17141679,Kate & Brad,,Glamorgan/Spring Bay,-41.86246,148.28126,Entire home/apt,195,1,325,2023-03-03,3.08,2,311,57,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3428509,The Bungalow,17280970,Nick,,Launceston,-41.4164,147.13639,Entire home/apt,107,2,381,2023-03-01,5.67,1,152,31,Exempt: This listing falls under the 'home sharing' exemption
3443488,West Coast Holiday Home,18953026,Ken & Jo,,West Coast,-42.08181,145.56238,Entire home/apt,185,1,377,2023-03-07,3.68,2,338,66,DA2012/74
3535233,"Country weekender / artist studio, ocean views",17800557,Gordon,,Sorell,-42.8083,147.83299,Entire home/apt,175,3,69,2023-01-29,1.03,1,172,6,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3536872,Country hideaway,17806947,Emma,,Central Coast,-41.22029,146.16667,Entire home/apt,210,3,403,2023-03-05,3.92,1,32,8,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3571999,Studio On High Street Enquire for Long Term Stays,4384452,Pam,,Launceston,-41.44164,147.14796,Entire home/apt,180,20,196,2022-11-23,1.91,9,283,1,DA0320/2018
3598110,"567, Luxury with river & city views",825924,Karen,,Hobart,-42.91286,147.35042,Entire home/apt,700,2,32,2023-01-09,0.32,5,297,2,PLN-1500699-01
3617712,Jewel Garden Botanical Retreat,7027914,Sarah,,Hobart,-42.92265,147.26449,Entire home/apt,95,2,134,2023-02-18,1.36,1,292,12,Exempt: This listing falls under the 'home sharing' exemption
3706082,"'George's' - ""home away from home""",18900250,Nicole,,Launceston,-41.43824768066406,147.1554718017578,Entire home/apt,275,2,13,2023-01-27,0.13,1,191,3,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3706335,Holiday Shack,18902260,Steve,,West Tamar,-41.08763,146.74346,Entire home/apt,120,2,12,2019-09-30,0.12,1,0,0,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3732558,The Stable Lofts 'Airbnb Host of the Year Finalist 2021',19078584,Nicole,,Meander Valley,-41.53355,147.00493,Entire home/apt,297,2,219,2023-03-09,2.15,1,248,60,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3761668,Ross Best Budget Accommodation - The Annexe,19265356,Valerie,,Northern Midlands,-42.02603,147.49399,Entire home/apt,100,1,628,2023-03-03,7.28,1,42,45,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3805401,Max's Beach House. Enjoy the View.,19554679,Nell & Kim,,Break O'Day,-41.45311,148.2646,Entire home/apt,173,2,534,2023-03-06,5.27,1,338,50,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3828958,The Foreshore,19705636,Kathy,,West Tamar,-41.07763,146.73881,Entire home/apt,189,2,59,2022-12-09,0.58,1,120,5,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3898865,"not quite @ the beach, Stanley No 5",16971811,Sam,,Circular Head,-40.7593,145.29712,Entire home/apt,200,1,234,2023-02-26,2.28,3,287,65,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3907980,East Shelly Hideaway near Orford,20005846,Philippa And Brendon,,Glamorgan/Spring Bay,-42.57188,147.90384,Entire home/apt,235,3,30,2023-02-19,0.30,1,359,4,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
3971431,Pinot Cottage- Vineyard escape,20582759,Louise,,Brighton,-42.70217,147.36005,Entire home/apt,159,1,125,2023-02-13,1.23,1,161,17,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
4000503,Alpine chalet Mt Wellington Hobart,19758741,Mark,,Hobart,-42.91937,147.26268,Private room,70,1,574,2023-02-24,5.62,1,303,72,Exempt: This listing falls under the 'home sharing' exemption
4034121,'So Close',20625543,Annie,,Hobart,-42.88694,147.31325,Entire home/apt,105,2,455,2023-02-27,4.45,1,67,62,Exempt: This listing falls under the 'home sharing' exemption
4048605,"Arthouse Hobart One, stylish city house in nature",16226029,Caroline,,Hobart,-42.89036,147.31155,Entire home/apt,225,2,135,2023-03-03,1.33,3,137,37,PLN-18-15 issued 17 January 2018
4113665,The Bicheno Penguin Cottage,21266652,Bassett,,Glamorgan/Spring Bay,-41.87078,148.29167,Entire home/apt,144,2,543,2023-03-09,5.27,1,68,80,Exempt: This listing falls under the 'home sharing' exemption
4114801,"Entire Giraffe House, Woodbridge",6778554,Chrissie,,Kingborough,-43.15485,147.23092,Entire home/apt,92,2,60,2021-04-10,0.60,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
4144733,Tasman peninsula retreat,20550416,Vitali And Shirley,,Tasman,-43.12215,147.70488,Entire home/apt,157,2,338,2023-02-19,3.40,1,332,54,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
4151325,"Entire house,  waterfront oasis, 5 brms, sleeps 9",19878795,Angela,,Sorell,-42.85603,147.61442,Entire home/apt,227,2,103,2023-03-04,1.01,1,236,26,DA 2017 / 196 - 1
4153618,The Storekeeper's,21552046,Angela & Elizabeth,,Glamorgan/Spring Bay,-42.60685,147.71709,Entire home/apt,205,1,367,2023-02-21,3.63,4,315,65,DA 2014/00020
4176661,Stewarts Bay Beach House,9933002,Peter,,Tasman,-43.13632,147.85294,Entire home/apt,403,2,168,2023-03-02,1.89,1,150,30,DA 2017 / 00069
4183991,Oakchester Cottage on Bruny Island,21708010,Edwin,,Kingborough,-43.11341,147.33521,Entire home/apt,300,2,129,2023-02-13,1.30,1,365,14,DA2019624
4200546,Alice Beside The Sea - 4 Bedroom Holiday House.,21793792,Alice,,Devonport,-41.17245,146.37228,Entire home/apt,350,2,52,2023-01-28,0.53,3,354,12,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
4220105,La Boca Beach House,21656665,Bree,,Sorell,-42.87412,147.65506,Entire home/apt,199,3,16,2020-01-08,0.16,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
4239593,"Corymbia Cottage, forest views.",21999964,Susan,,Waratah/Wynyard,-41.06986,145.6736,Entire home/apt,163,2,42,2023-02-12,0.45,1,254,9,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
4296999,Milkman's Cottage - Architecturally Designed,14113481,Kat,,Hobart,-42.88486,147.32193,Entire home/apt,241,2,244,2023-03-05,2.46,1,0,44,PLN-17-1
4299394,Central Hobart GlebeStudioApartment+free carpark,5021140,Michael,,Hobart,-42.87359,147.32576,Entire home/apt,142,2,617,2023-03-07,6.22,1,95,84,Exempt: This listing falls under the 'home sharing' exemption
4306161,Quiet location Overlooking The Blue Derby Trails,21579865,Virginia Valentino,,Dorset,-41.15063,147.80189,Entire home/apt,385,2,185,2023-03-01,1.86,1,180,16,2014/49
4311474,The Cabin - Surrounded by nature,22380173,Diane & Steve,,Kingborough,-43.19365,147.24596,Entire home/apt,175,1,194,2023-03-04,2.16,1,323,38,Exempt: This listing falls under the 'home sharing' exemption
4343697,"Bay View Shack: Spacious, peaceful",22550701,Ammi,,Tasman,-43.16211,147.84966,Entire home/apt,150,2,246,2023-02-18,2.47,1,69,37,DA2019 00112
